epoch,accuracy,loss,val_accuracy,val_loss
0,0.3243582248687744,1.7865182161331177,0.3715519607067108,1.9656487703323364
1,0.4003622531890869,1.5827432870864868,0.3517692983150482,2.0011188983917236
2,0.4349158704280853,1.4904133081436157,0.4498467445373535,1.471977949142456
3,0.4529241621494293,1.4374717473983765,0.3948175013065338,1.611487865447998
4,0.4675885736942291,1.404327392578125,0.4621064364910126,1.4075572490692139
5,0.4731617271900177,1.379341959953308,0.4392588436603546,1.526741623878479
6,0.48395973443984985,1.359849452972412,0.4758985936641693,1.3737486600875854
7,0.49221497774124146,1.3349837064743042,0.45528003573417664,1.4037456512451172
8,0.4964296817779541,1.3229998350143433,0.49679577350616455,1.3305208683013916
9,0.5047197937965393,1.308221459388733,0.5036221742630005,1.3191723823547363
10,0.5055557489395142,1.2994030714035034,0.4921983778476715,1.3364986181259155
11,0.5112682580947876,1.287681221961975,0.45514070987701416,1.4345269203186035
12,0.5150649547576904,1.2772092819213867,0.5176929235458374,1.276796817779541
13,0.5202549695968628,1.2647508382797241,0.5114237666130066,1.2889434099197388
14,0.522797703742981,1.2593684196472168,0.522847592830658,1.2646938562393188
15,0.526942789554596,1.2526227235794067,0.5172750353813171,1.2696129083633423
16,0.5283012390136719,1.2467049360275269,0.5097520351409912,1.3198643922805786
17,0.5311923027038574,1.2371896505355835,0.5133742094039917,1.2798978090286255
18,0.5386812686920166,1.2304002046585083,0.4970743954181671,1.3238636255264282
19,0.5377059578895569,1.2210906744003296,0.523265540599823,1.2722347974777222
20,0.5362778306007385,1.2194513082504272,0.5295346975326538,1.23859703540802
21,0.537949800491333,1.2131218910217285,0.5280022025108337,1.254525899887085
22,0.5419554710388184,1.2076008319854736,0.5161604881286621,1.2698345184326172
23,0.5453342199325562,1.205918550491333,0.5332961678504944,1.2399340867996216
24,0.5458218455314636,1.2008988857269287,0.5178322792053223,1.2644939422607422
25,0.5457870364189148,1.1985517740249634,0.5291167497634888,1.2517820596694946
26,0.5474241375923157,1.1940854787826538,0.5263304710388184,1.2480263710021973
27,0.5511163473129272,1.1872327327728271,0.546252429485321,1.2103912830352783
28,0.5525793433189392,1.1807680130004883,0.539286732673645,1.2297977209091187
29,0.5580828189849854,1.1813983917236328,0.5211758017539978,1.2562179565429688
30,0.5529276728630066,1.1797436475753784,0.5472276210784912,1.2130696773529053
31,0.5562018752098083,1.1753413677215576,0.5132349133491516,1.3232556581497192
32,0.5589536428451538,1.1705409288406372,0.5346893072128296,1.2371588945388794
33,0.5603120923042297,1.1643409729003906,0.5172750353813171,1.277971863746643
